台词ID	下一句台词ID	显示类型	[对话角色]类型	[对话角色]ID	对话资源	对话资源2	对话语音	对话前行为脚本	对话中行为脚本	对话后行为脚本	显示时长	选项图标	TalkContent	TalkTitle	TalkRoleName
3530501			1	1005									DialogData_TalkContent_3530501	DialogData_TalkTitle_3530501	DialogData_TalkRoleName_3530501
3530502			1	1005					Quest_MQ354_ShowFeather				DialogData_TalkContent_3530502	DialogData_TalkTitle_3530502	DialogData_TalkRoleName_3530502
3530503			1	1005									DialogData_TalkContent_3530503	DialogData_TalkTitle_3530503	DialogData_TalkRoleName_3530503
3530504			1	1005									DialogData_TalkContent_3530504	DialogData_TalkTitle_3530504	DialogData_TalkRoleName_3530504
3610000			1	1005									DialogData_TalkContent_3610000	DialogData_TalkTitle_3610000	DialogData_TalkRoleName_3610000
3610001			1	1005									DialogData_TalkContent_3610001	DialogData_TalkTitle_3610001	DialogData_TalkRoleName_3610001
3610002			1	1005									DialogData_TalkContent_3610002	DialogData_TalkTitle_3610002	DialogData_TalkRoleName_3610002
3550001			1	1005									DialogData_TalkContent_3550001	DialogData_TalkTitle_3550001	DialogData_TalkRoleName_3550001
3550002			1	1001									DialogData_TalkContent_3550002	DialogData_TalkTitle_3550002	DialogData_TalkRoleName_3550002
3550003			1	1001									DialogData_TalkContent_3550003	DialogData_TalkTitle_3550003	DialogData_TalkRoleName_3550003
3550004			1	1005									DialogData_TalkContent_3550004	DialogData_TalkTitle_3550004	DialogData_TalkRoleName_3550004
3550005			1	1005									DialogData_TalkContent_3550005	DialogData_TalkTitle_3550005	DialogData_TalkRoleName_3550005
3550006			1	1001									DialogData_TalkContent_3550006	DialogData_TalkTitle_3550006	DialogData_TalkRoleName_3550006
3550007			1	1001									DialogData_TalkContent_3550007	DialogData_TalkTitle_3550007	DialogData_TalkRoleName_3550007
3550008			2										DialogData_TalkContent_3550008	DialogData_TalkTitle_3550008	DialogData_TalkRoleName_3550008
3550009			2										DialogData_TalkContent_3550009	DialogData_TalkTitle_3550009	DialogData_TalkRoleName_3550009
3550701	3550702		1	1005									DialogData_TalkContent_3550701	DialogData_TalkTitle_3550701	DialogData_TalkRoleName_3550701
3550702	3550703,3550704		1	1005									DialogData_TalkContent_3550702	DialogData_TalkTitle_3550702	DialogData_TalkRoleName_3550702
3550703	3550705		2										DialogData_TalkContent_3550703	DialogData_TalkTitle_3550703	DialogData_TalkRoleName_3550703
3550704	3550705		2										DialogData_TalkContent_3550704	DialogData_TalkTitle_3550704	DialogData_TalkRoleName_3550704
3550705	3550706		1	1005									DialogData_TalkContent_3550705	DialogData_TalkTitle_3550705	DialogData_TalkRoleName_3550705
3550706	3550707,3550709		1	1005									DialogData_TalkContent_3550706	DialogData_TalkTitle_3550706	DialogData_TalkRoleName_3550706
3550707	3550708		2										DialogData_TalkContent_3550707	DialogData_TalkTitle_3550707	DialogData_TalkRoleName_3550707
3550708	3550711		1	1005									DialogData_TalkContent_3550708	DialogData_TalkTitle_3550708	DialogData_TalkRoleName_3550708
3550709	3550710		2										DialogData_TalkContent_3550709	DialogData_TalkTitle_3550709	DialogData_TalkRoleName_3550709
3550710	3550711		1	1005									DialogData_TalkContent_3550710	DialogData_TalkTitle_3550710	DialogData_TalkRoleName_3550710
3550711	3550712		1	1005									DialogData_TalkContent_3550711	DialogData_TalkTitle_3550711	DialogData_TalkRoleName_3550711
3550712	3550713		1	1005									DialogData_TalkContent_3550712	DialogData_TalkTitle_3550712	DialogData_TalkRoleName_3550712
3550713			1	1005									DialogData_TalkContent_3550713	DialogData_TalkTitle_3550713	DialogData_TalkRoleName_3550713
3550501			1	1005									DialogData_TalkContent_3550501	DialogData_TalkTitle_3550501	DialogData_TalkRoleName_3550501
3550601	3550602		1	1005									DialogData_TalkContent_3550601	DialogData_TalkTitle_3550601	DialogData_TalkRoleName_3550601
3550602	3550603		1	1005									DialogData_TalkContent_3550602	DialogData_TalkTitle_3550602	DialogData_TalkRoleName_3550602
3550603			1	1005									DialogData_TalkContent_3550603	DialogData_TalkTitle_3550603	DialogData_TalkRoleName_3550603
3540002			1	1002									DialogData_TalkContent_3540002	DialogData_TalkTitle_3540002	DialogData_TalkRoleName_3540002
3540401	3540402		1	1002									DialogData_TalkContent_3540401	DialogData_TalkTitle_3540401	DialogData_TalkRoleName_3540401
3540402	3540403		1	1002									DialogData_TalkContent_3540402	DialogData_TalkTitle_3540402	DialogData_TalkRoleName_3540402
3540403	3540404		1	1002									DialogData_TalkContent_3540403	DialogData_TalkTitle_3540403	DialogData_TalkRoleName_3540403
3540404	3540405		1	1005									DialogData_TalkContent_3540404	DialogData_TalkTitle_3540404	DialogData_TalkRoleName_3540404
3540405	3540406		1	1002									DialogData_TalkContent_3540405	DialogData_TalkTitle_3540405	DialogData_TalkRoleName_3540405
3540406	3540407	1	2										DialogData_TalkContent_3540406	DialogData_TalkTitle_3540406	DialogData_TalkRoleName_3540406
3540407	3540408		1	1002									DialogData_TalkContent_3540407	DialogData_TalkTitle_3540407	DialogData_TalkRoleName_3540407
3540408	3540409,3540412		1	1002									DialogData_TalkContent_3540408	DialogData_TalkTitle_3540408	DialogData_TalkRoleName_3540408
3540409	3540410		2										DialogData_TalkContent_3540409	DialogData_TalkTitle_3540409	DialogData_TalkRoleName_3540409
3540410	3540411		1	1005									DialogData_TalkContent_3540410	DialogData_TalkTitle_3540410	DialogData_TalkRoleName_3540410
3540411	3540414		1	1005									DialogData_TalkContent_3540411	DialogData_TalkTitle_3540411	DialogData_TalkRoleName_3540411
3540412	3540413		2										DialogData_TalkContent_3540412	DialogData_TalkTitle_3540412	DialogData_TalkRoleName_3540412
3540413	3540414		1	1005									DialogData_TalkContent_3540413	DialogData_TalkTitle_3540413	DialogData_TalkRoleName_3540413
3540414	3540415		1	1002									DialogData_TalkContent_3540414	DialogData_TalkTitle_3540414	DialogData_TalkRoleName_3540414
3540415	3540416		1	1002									DialogData_TalkContent_3540415	DialogData_TalkTitle_3540415	DialogData_TalkRoleName_3540415
3540416	3540417		1	1002									DialogData_TalkContent_3540416	DialogData_TalkTitle_3540416	DialogData_TalkRoleName_3540416
3540417	3540418		1	1005									DialogData_TalkContent_3540417	DialogData_TalkTitle_3540417	DialogData_TalkRoleName_3540417
3540418	3540419		1	1002									DialogData_TalkContent_3540418	DialogData_TalkTitle_3540418	DialogData_TalkRoleName_3540418
3540419	3540420,3540421		1	1002									DialogData_TalkContent_3540419	DialogData_TalkTitle_3540419	DialogData_TalkRoleName_3540419
3540420	3540422		2										DialogData_TalkContent_3540420	DialogData_TalkTitle_3540420	DialogData_TalkRoleName_3540420
3540421	3540422		2										DialogData_TalkContent_3540421	DialogData_TalkTitle_3540421	DialogData_TalkRoleName_3540421
3540422	3540423		1	1002									DialogData_TalkContent_3540422	DialogData_TalkTitle_3540422	DialogData_TalkRoleName_3540422
3540423	3540424		1	1002									DialogData_TalkContent_3540423	DialogData_TalkTitle_3540423	DialogData_TalkRoleName_3540423
3540424	3540425		1	1005									DialogData_TalkContent_3540424	DialogData_TalkTitle_3540424	DialogData_TalkRoleName_3540424
3540425			1	1002									DialogData_TalkContent_3540425	DialogData_TalkTitle_3540425	DialogData_TalkRoleName_3540425
3540217			1	1002									DialogData_TalkContent_3540217	DialogData_TalkTitle_3540217	DialogData_TalkRoleName_3540217
3540218			1	1005									DialogData_TalkContent_3540218	DialogData_TalkTitle_3540218	DialogData_TalkRoleName_3540218
3540219			1	1005									DialogData_TalkContent_3540219	DialogData_TalkTitle_3540219	DialogData_TalkRoleName_3540219
3540220			1	1002									DialogData_TalkContent_3540220	DialogData_TalkTitle_3540220	DialogData_TalkRoleName_3540220
3540221			1	1002									DialogData_TalkContent_3540221	DialogData_TalkTitle_3540221	DialogData_TalkRoleName_3540221
3540222			1	1002									DialogData_TalkContent_3540222	DialogData_TalkTitle_3540222	DialogData_TalkRoleName_3540222
3540223			1	1005									DialogData_TalkContent_3540223	DialogData_TalkTitle_3540223	DialogData_TalkRoleName_3540223
3540224			1	1002									DialogData_TalkContent_3540224	DialogData_TalkTitle_3540224	DialogData_TalkRoleName_3540224
3600001			1	1005									DialogData_TalkContent_3600001	DialogData_TalkTitle_3600001	DialogData_TalkRoleName_3600001
3600004			1	1002									DialogData_TalkContent_3600004	DialogData_TalkTitle_3600004	DialogData_TalkRoleName_3600004
3600002			1	1002									DialogData_TalkContent_3600002	DialogData_TalkTitle_3600002	DialogData_TalkRoleName_3600002
3600005			1	1002									DialogData_TalkContent_3600005	DialogData_TalkTitle_3600005	DialogData_TalkRoleName_3600005
3600003			1	1002									DialogData_TalkContent_3600003	DialogData_TalkTitle_3600003	DialogData_TalkRoleName_3600003
3600006			1	1002									DialogData_TalkContent_3600006	DialogData_TalkTitle_3600006	DialogData_TalkRoleName_3600006
3600101	3600102		1	1002									DialogData_TalkContent_3600101	DialogData_TalkTitle_3600101	DialogData_TalkRoleName_3600101
3600102	3600103		1	1002									DialogData_TalkContent_3600102	DialogData_TalkTitle_3600102	DialogData_TalkRoleName_3600102
3600103	3600104,3600105		1	1002									DialogData_TalkContent_3600103	DialogData_TalkTitle_3600103	DialogData_TalkRoleName_3600103
3600104	3600106		2										DialogData_TalkContent_3600104	DialogData_TalkTitle_3600104	DialogData_TalkRoleName_3600104
3600105	3600106		2										DialogData_TalkContent_3600105	DialogData_TalkTitle_3600105	DialogData_TalkRoleName_3600105
3600106	3600107		1	1005									DialogData_TalkContent_3600106	DialogData_TalkTitle_3600106	DialogData_TalkRoleName_3600106
3600107	3600108		1	1005									DialogData_TalkContent_3600107	DialogData_TalkTitle_3600107	DialogData_TalkRoleName_3600107
3600108	3600109		1	1002									DialogData_TalkContent_3600108	DialogData_TalkTitle_3600108	DialogData_TalkRoleName_3600108
3600109	3600110		1	1002									DialogData_TalkContent_3600109	DialogData_TalkTitle_3600109	DialogData_TalkRoleName_3600109
3600110	3600111		1	1002									DialogData_TalkContent_3600110	DialogData_TalkTitle_3600110	DialogData_TalkRoleName_3600110
3600111	3600112		1	1005									DialogData_TalkContent_3600111	DialogData_TalkTitle_3600111	DialogData_TalkRoleName_3600111
3600112	3600113		1	1002									DialogData_TalkContent_3600112	DialogData_TalkTitle_3600112	DialogData_TalkRoleName_3600112
3600113			1	1002									DialogData_TalkContent_3600113	DialogData_TalkTitle_3600113	DialogData_TalkRoleName_3600113
3560101	3560102		1	1002									DialogData_TalkContent_3560101	DialogData_TalkTitle_3560101	DialogData_TalkRoleName_3560101
3560102	3560103		1	1002									DialogData_TalkContent_3560102	DialogData_TalkTitle_3560102	DialogData_TalkRoleName_3560102
3560103	3560104		1	1005									DialogData_TalkContent_3560103	DialogData_TalkTitle_3560103	DialogData_TalkRoleName_3560103
3560104	3560105		1	1005									DialogData_TalkContent_3560104	DialogData_TalkTitle_3560104	DialogData_TalkRoleName_3560104
3560105	3560106		1	1002									DialogData_TalkContent_3560105	DialogData_TalkTitle_3560105	DialogData_TalkRoleName_3560105
3560106	3560107		1	1002									DialogData_TalkContent_3560106	DialogData_TalkTitle_3560106	DialogData_TalkRoleName_3560106
3560107	3560108		1	1005									DialogData_TalkContent_3560107	DialogData_TalkTitle_3560107	DialogData_TalkRoleName_3560107
3560108	3560109		1	1002									DialogData_TalkContent_3560108	DialogData_TalkTitle_3560108	DialogData_TalkRoleName_3560108
3560109	3560110,3560111		1	1002									DialogData_TalkContent_3560109	DialogData_TalkTitle_3560109	DialogData_TalkRoleName_3560109
3560110	3560112		2										DialogData_TalkContent_3560110	DialogData_TalkTitle_3560110	DialogData_TalkRoleName_3560110
3560111	3560112		2										DialogData_TalkContent_3560111	DialogData_TalkTitle_3560111	DialogData_TalkRoleName_3560111
3560112	3560113		1	1002									DialogData_TalkContent_3560112	DialogData_TalkTitle_3560112	DialogData_TalkRoleName_3560112
3560113	3560114		1	1002									DialogData_TalkContent_3560113	DialogData_TalkTitle_3560113	DialogData_TalkRoleName_3560113
3560114	3560115		1	1005									DialogData_TalkContent_3560114	DialogData_TalkTitle_3560114	DialogData_TalkRoleName_3560114
3560115	3560116		1	1002									DialogData_TalkContent_3560115	DialogData_TalkTitle_3560115	DialogData_TalkRoleName_3560115
3560116	3560117		1	1002									DialogData_TalkContent_3560116	DialogData_TalkTitle_3560116	DialogData_TalkRoleName_3560116
3560117	3560118		1	1005									DialogData_TalkContent_3560117	DialogData_TalkTitle_3560117	DialogData_TalkRoleName_3560117
3560118			1	1002									DialogData_TalkContent_3560118	DialogData_TalkTitle_3560118	DialogData_TalkRoleName_3560118
3560202			1	1002									DialogData_TalkContent_3560202	DialogData_TalkTitle_3560202	DialogData_TalkRoleName_3560202
3560203			1	1002									DialogData_TalkContent_3560203	DialogData_TalkTitle_3560203	DialogData_TalkRoleName_3560203
3560401	3560402		1	1002									DialogData_TalkContent_3560401	DialogData_TalkTitle_3560401	DialogData_TalkRoleName_3560401
3560402	3560403		1	1002									DialogData_TalkContent_3560402	DialogData_TalkTitle_3560402	DialogData_TalkRoleName_3560402
3560403	3560404		1	1002									DialogData_TalkContent_3560403	DialogData_TalkTitle_3560403	DialogData_TalkRoleName_3560403
3560404	3560405		1	1002									DialogData_TalkContent_3560404	DialogData_TalkTitle_3560404	DialogData_TalkRoleName_3560404
3560405	3560406		1	1005									DialogData_TalkContent_3560405	DialogData_TalkTitle_3560405	DialogData_TalkRoleName_3560405
3560406	3560407		1	1002									DialogData_TalkContent_3560406	DialogData_TalkTitle_3560406	DialogData_TalkRoleName_3560406
3560407	3560408		1	1002									DialogData_TalkContent_3560407	DialogData_TalkTitle_3560407	DialogData_TalkRoleName_3560407
3560408			1	1002									DialogData_TalkContent_3560408	DialogData_TalkTitle_3560408	DialogData_TalkRoleName_3560408
3571001			1	1005									DialogData_TalkContent_3571001	DialogData_TalkTitle_3571001	DialogData_TalkRoleName_3571001
3572100			1	1002									DialogData_TalkContent_3572100	DialogData_TalkTitle_3572100	DialogData_TalkRoleName_3572100
3572101			1	1002									DialogData_TalkContent_3572101	DialogData_TalkTitle_3572101	DialogData_TalkRoleName_3572101
3572106			1	1002									DialogData_TalkContent_3572106	DialogData_TalkTitle_3572106	DialogData_TalkRoleName_3572106
3572102			1	1004									DialogData_TalkContent_3572102	DialogData_TalkTitle_3572102	DialogData_TalkRoleName_3572102
3572103			1	1004									DialogData_TalkContent_3572103	DialogData_TalkTitle_3572103	DialogData_TalkRoleName_3572103
3572104			1	1002									DialogData_TalkContent_3572104	DialogData_TalkTitle_3572104	DialogData_TalkRoleName_3572104
3572105			1	1002									DialogData_TalkContent_3572105	DialogData_TalkTitle_3572105	DialogData_TalkRoleName_3572105
3572201			1	1002									DialogData_TalkContent_3572201	DialogData_TalkTitle_3572201	DialogData_TalkRoleName_3572201
3572202			1	1002									DialogData_TalkContent_3572202	DialogData_TalkTitle_3572202	DialogData_TalkRoleName_3572202
3572203			2										DialogData_TalkContent_3572203	DialogData_TalkTitle_3572203	DialogData_TalkRoleName_3572203
3572204			2										DialogData_TalkContent_3572204	DialogData_TalkTitle_3572204	DialogData_TalkRoleName_3572204
3572205			2										DialogData_TalkContent_3572205	DialogData_TalkTitle_3572205	DialogData_TalkRoleName_3572205
3572206			2										DialogData_TalkContent_3572206	DialogData_TalkTitle_3572206	DialogData_TalkRoleName_3572206
3572301	3572302		1	1002									DialogData_TalkContent_3572301	DialogData_TalkTitle_3572301	DialogData_TalkRoleName_3572301
3572302	3572303		1	1002									DialogData_TalkContent_3572302	DialogData_TalkTitle_3572302	DialogData_TalkRoleName_3572302
3572303	3572304		1	1004									DialogData_TalkContent_3572303	DialogData_TalkTitle_3572303	DialogData_TalkRoleName_3572303
3572304	3572305		1	1002									DialogData_TalkContent_3572304	DialogData_TalkTitle_3572304	DialogData_TalkRoleName_3572304
3572305	3572306		1	1002									DialogData_TalkContent_3572305	DialogData_TalkTitle_3572305	DialogData_TalkRoleName_3572305
3572306	3572307		1	1004									DialogData_TalkContent_3572306	DialogData_TalkTitle_3572306	DialogData_TalkRoleName_3572306
3572307	3572308		1	1002									DialogData_TalkContent_3572307	DialogData_TalkTitle_3572307	DialogData_TalkRoleName_3572307
3572308	3572309		1	1004									DialogData_TalkContent_3572308	DialogData_TalkTitle_3572308	DialogData_TalkRoleName_3572308
3572309	3572310		1	1004									DialogData_TalkContent_3572309	DialogData_TalkTitle_3572309	DialogData_TalkRoleName_3572309
3572310	3572311		1	1004									DialogData_TalkContent_3572310	DialogData_TalkTitle_3572310	DialogData_TalkRoleName_3572310
3572311	3572312		1	1004									DialogData_TalkContent_3572311	DialogData_TalkTitle_3572311	DialogData_TalkRoleName_3572311
